Parcel_ID,State,Land_Use_Type,Area_Hectares,Carbon_Tons_per_Ha,Carbon_Value_INR,Flood_Mitigation_Value_INR,Water_Filtration_Value_INR,Pollination_Value_INR,Biodiversity_Index,Biodiversity_Value_INR,Total_Ecosystem_Value_INR,Development_Profit_INR,Discount_Rate,Time_Horizon_Years,NPV_Environment_INR,NPV_Development_INR,Environmental_ROI,Financial_ROI
1287,West Bengal,Solar Farm,311.45,44.49,55425642.0,5624578.83,652132.48,1198885.39,0.71,4422590.0,67323828.7,53260981.98,0.118,50,38544266.78,30492999.85,-0.2763,-0.5471
1288,Karnataka,Industrial,437.68,96.18,168384249.6,2686113.74,5686838.35,4027141.3,0.82,7177952.0,187962294.99,35884282.54,0.12,30,133787848.91,25541723.52,2.7283,-0.8641
1289,Tamil Nadu,Forest,133.0,183.81,97786920.0,3684215.96,673503.02,1220185.49,0.43,1143800.0,104508624.47,39115739.64,0.055,40,84361111.49,31574879.96,1.1567,-0.6979
1290,Assam,Barren Land,476.95,22.85,43593230.0,10841932.15,4253175.27,2528261.25,0.37,3529430.0,64746028.67,107980977.98,0.047,20,59063580.64,98504006.06,-0.453,0.5214
1291,Maharashtra,Solar Farm,278.66,70.78,78894219.2,8050636.34,661038.79,779566.54,0.38,2117816.0,90503276.87,42779035.08,0.051,30,77957186.34,36848756.47,0.8223,-0.5928
1292,West Bengal,Barren Land,248.22,219.39,217827943.2,5659809.56,2367896.12,447051.32,0.72,3574368.0,229877068.2,22737838.41,0.101,40,156439483.61,15473904.06,5.8801,-0.9327
1293,Odisha,Agriculture,128.78,110.09,56709560.8,1772238.82,1695334.73,275447.56,0.62,1596872.0,62049453.91,11012673.52,0.093,40,43476774.42,7716353.52,2.9479,-0.8756
1294,Maharashtra,Barren Land,453.01,114.31,207134292.4,7792816.87,6367733.65,2577138.78,0.57,5164314.0,229036295.7,88147716.7,0.092,40,161069665.8,61989839.76,0.8273,-0.7293
1295,Assam,Barren Land,57.91,207.07,47965694.8,920052.4,170286.13,467660.55,0.48,555936.0,50079629.88,4348570.41,0.087,20,42384007.94,3680335.56,8.7467,-0.9265
1296,Karnataka,Industrial,440.67,223.06,393183400.8,12753689.09,5852172.94,449160.95,0.49,4318566.0,416556989.78,112210289.67,0.063,10,391869228.39,105560009.1,2.4923,-0.7466
1297,Tamil Nadu,Wetland,302.77,155.52,188347161.6,4276817.78,4165558.42,1674032.02,0.55,3330470.0,201794039.82,90642809.19,0.074,20,174944289.97,78582310.5,0.93,-0.6106
1298,Tamil Nadu,Wetland,93.31,133.14,49693173.6,2365447.54,1128974.88,755553.08,0.73,1362326.0,55305475.1,10595766.41,0.108,40,36695185.37,7030291.52,2.4632,-0.8729
1299,Gujarat,Wetland,447.25,56.6,101257400.0,3694907.09,6566911.19,3942471.03,0.87,7782150.0,123243839.31,121470459.51,0.079,20,105857669.77,104334462.98,-0.1285,-0.1534
1300,Assam,Barren Land,324.97,140.89,183140093.2,2040863.18,3799399.79,1802929.76,0.69,4484586.0,195267871.93,57084214.36,0.074,30,157622404.81,46079014.72,1.7612,-0.764
1301,Uttar Pradesh,Agriculture,90.04,76.89,27692702.4,807777.41,409111.31,878501.95,0.31,558248.0,30346341.07,10563277.25,0.083,50,20368734.7,7090165.87,0.9283,-0.7664
1302,Assam,Wetland,307.04,46.95,57662112.0,7627774.96,3748232.95,962834.25,0.42,2579136.0,72580090.16,87351948.55,0.104,20,59549669.65,71669512.5,-0.3183,-0.0125
1303,Odisha,Grassland,350.41,29.74,41684773.6,5416147.91,3248624.6,941447.1,0.54,3784428.0,55075421.21,70171869.43,0.059,40,43789903.37,55792934.74,-0.376,0.013
1304,Gujarat,Solar Farm,391.57,211.71,331597138.8,5125744.0,5052248.77,756587.28,0.83,6500062.0,349031780.85,34531621.63,0.037,30,312988732.95,30965685.92,8.0638,-0.9113
1305,Maharashtra,Barren Land,322.68,123.26,159094147.2,8937353.47,2168880.57,1156604.63,0.58,3743088.0,175100073.87,52915178.81,0.061,30,146602095.34,44303100.04,1.7705,-0.747
1306,Tamil Nadu,Forest,348.4,192.29,267975344.0,9171490.37,5103062.13,1184527.16,0.74,5156320.0,288590743.66,51759892.31,0.091,50,186706158.92,33486488.71,2.6072,-0.884
1307,Gujarat,Solar Farm,240.61,248.51,239175964.4,5587578.57,3460546.11,2048728.21,0.88,4234736.0,254507553.29,61019850.76,0.071,10,237635437.25,56974650.57,2.8944,-0.7761
1308,Odisha,Industrial,129.64,98.88,51275212.8,713785.63,1142376.16,718921.24,0.59,1529752.0,55380047.83,38050352.0,0.112,10,49802201.29,34217942.45,0.3088,-0.3821
1309,Uttar Pradesh,Grassland,85.05,98.53,33519906.0,1326686.83,568723.22,696258.74,0.59,1003590.0,37115164.79,16416772.36,0.107,30,27359523.57,12101659.06,0.6666,-0.6739
1310,West Bengal,Forest,403.93,41.73,67423995.6,9228937.95,3094374.3,1475087.78,0.24,1938864.0,83161259.63,69400178.73,0.062,20,73734718.3,61533491.09,0.0625,-0.2601
1311,Assam,Solar Farm,129.5,176.72,91540960.0,3138708.94,671103.16,187130.99,0.84,2175600.0,97713503.09,6797446.62,0.114,20,78737967.8,5477412.19,10.5835,-0.9439
1312,Uttar Pradesh,Forest,315.67,87.24,110156203.2,3523492.04,668296.63,984651.36,0.3,1894020.0,117226663.23,64094127.72,0.045,20,107347966.6,58692912.45,0.6748,-0.4993
1313,Uttar Pradesh,Forest,266.67,151.63,161740688.4,3320319.49,654900.01,356080.43,0.22,1173348.0,167245336.33,62609093.75,0.059,10,157927607.49,59120957.27,1.5224,-0.6465
1314,Maharashtra,Barren Land,399.17,113.62,181414781.6,6516431.3,3459795.53,2960756.9,0.41,3273194.0,197624959.33,32092005.58,0.08,20,169431549.49,27513722.21,4.2796,-0.8608
1315,Maharashtra,Grassland,166.85,116.2,77551880.0,3532826.46,1405483.44,1098291.69,0.61,2035570.0,85624051.59,39201256.16,0.094,40,59775949.88,27367220.78,0.5248,-0.6804
1316,Karnataka,Solar Farm,269.42,172.94,186373979.2,7230960.7,2052852.89,1270279.64,0.77,4149068.0,201077140.43,52708913.69,0.036,30,180835392.93,47402887.76,2.4308,-0.7643
1317,Karnataka,Agriculture,446.6,17.39,31065496.0,10588845.32,5298607.03,4277534.7,0.24,2143680.0,53374163.05,88969068.51,0.069,10,49929058.04,83226443.88,-0.4388,0.5593
1318,Assam,Solar Farm,168.66,31.68,21372595.2,3215731.1,1387655.11,327367.39,0.66,2226312.0,28529660.8,39548793.32,0.099,10,25959654.96,35986163.17,-0.3436,0.2614
1319,Odisha,Solar Farm,453.16,108.27,196254532.8,13063161.4,6004633.86,1662423.87,0.32,2900224.0,219884975.93,71983264.69,0.066,30,181519774.05,59423732.28,1.5217,-0.7298
1320,Tamil Nadu,Wetland,289.98,150.01,173999599.2,6886930.64,2502112.53,563548.22,0.84,4871664.0,188823854.59,36955383.46,0.117,20,151338878.99,29619066.5,3.0952,-0.8431
1321,Assam,Industrial,63.34,239.98,60801332.8,460817.2,316919.78,89893.36,0.73,924764.0,62593727.14,16631480.49,0.069,50,44837592.57,11913582.72,1.6959,-0.8097
1322,Tamil Nadu,Agriculture,464.62,151.67,281875661.6,9640947.88,6035622.7,1705713.8,0.47,4367428.0,303625373.98,128461845.17,0.111,40,199288311.24,84317538.57,0.5513,-0.7223
1323,Odisha,Agriculture,488.36,226.44,442336953.6,3996885.19,6206281.9,2289698.47,0.94,9181168.0,464010987.16,82078782.93,0.08,40,341061927.59,60330355.73,3.1553,-0.87
1324,Maharashtra,Agriculture,267.24,87.22,93234691.2,1837422.58,3646079.85,2197803.76,0.3,1603440.0,102519437.39,65257888.21,0.086,10,94400955.24,60090136.47,0.4466,-0.4139
1325,Assam,Forest,207.53,70.97,58913616.4,5498137.86,2304090.9,1230582.17,0.66,2739396.0,70685823.33,15101241.19,0.073,20,61394982.09,13116356.13,3.0656,-0.8144
1326,Karnataka,Grassland,100.88,60.01,24215235.2,2172208.59,1396817.77,467458.7,0.36,726336.0,28978056.26,21405397.76,0.108,30,21303451.42,15736350.54,-0.0048,-0.457
1327,Gujarat,Barren Land,375.42,218.5,328117080.0,6912933.86,4420341.94,848667.33,0.46,3453864.0,343752887.13,55332136.83,0.076,50,238333448.96,38363311.27,3.3073,-0.8884
1328,Uttar Pradesh,Solar Farm,464.89,219.83,408787074.8,3887938.9,1974046.36,1961261.64,0.42,3905076.0,420515397.7,94694717.1,0.111,10,378501708.1,85233768.77,2.9971,-0.7973
1329,Karnataka,Agriculture,481.33,166.86,321258895.2,12492429.21,4249002.48,1383796.08,0.59,5679694.0,345063816.97,90860977.14,0.097,10,314552248.83,82826779.53,2.4619,-0.76
1330,West Bengal,Wetland,113.84,98.39,44802870.4,1605222.18,1647573.85,568688.25,0.77,1753136.0,50377490.68,27060091.91,0.054,10,47796480.72,25673711.49,0.7663,-0.4904
1331,Tamil Nadu,Forest,288.08,224.63,258845641.6,4862773.98,4115662.87,844110.14,0.26,1498016.0,270166204.59,78606507.94,0.106,20,220861881.59,64261113.91,1.8097,-0.7621
1332,Gujarat,Agriculture,496.33,173.05,343559626.0,14104307.97,6328374.93,4268357.1,0.63,6253758.0,374514424.0,72261255.22,0.114,10,336188890.48,64866476.86,3.6524,-0.8268
1333,Assam,Barren Land,218.9,139.32,121988592.0,3535860.55,2045103.48,1145842.06,0.24,1050720.0,129766118.09,59215086.98,0.07,10,121276745.88,55341202.79,1.0481,-0.5735
1334,West Bengal,Wetland,296.53,43.41,51489469.2,1507764.96,1538626.33,2176908.06,0.27,1601262.0,58314030.55,82204598.17,0.049,20,52993436.53,74704219.8,-0.3553,0.2811
1335,West Bengal,Solar Farm,106.27,53.56,22767284.8,568495.92,1278796.97,943179.28,0.66,1402764.0,26960520.97,10313503.01,0.056,10,25530796.37,9766574.82,1.4755,-0.6377
1336,West Bengal,Wetland,240.58,239.04,230032972.8,2690594.83,2769411.83,1192082.08,0.42,2020872.0,238705933.54,39450064.03,0.036,10,230411132.76,38079212.38,4.8406,-0.8405
1337,Tamil Nadu,Agriculture,400.35,68.39,109519746.0,9262218.59,1156422.52,3841713.36,0.34,2722380.0,126502480.47,108368947.55,0.103,10,114689465.52,98249272.48,0.0583,-0.2233
1338,Gujarat,Grassland,484.09,124.69,241444728.4,11223593.9,3301125.19,1287347.38,0.53,5131354.0,262388148.87,44263860.21,0.118,10,234694229.76,39592003.77,4.3022,-0.8491
1339,Uttar Pradesh,Industrial,52.64,151.41,31880889.6,1087626.43,473498.59,366357.19,0.29,305312.0,34113683.81,9936043.78,0.056,30,28969224.22,8437654.57,1.9156,-0.7527
1340,Assam,Barren Land,470.39,192.9,362952924.0,13788477.18,1170438.0,1677504.15,0.35,3292730.0,382882073.33,24831251.58,0.052,20,345966105.96,22437121.02,12.9327,-0.9414
1341,Gujarat,Grassland,340.99,65.46,89284821.6,6044077.12,4617562.29,2470070.62,0.5,3409900.0,105826431.63,48801545.87,0.071,40,80433370.72,37091610.95,0.6482,-0.6495
1342,West Bengal,Wetland,92.64,162.16,60090009.6,1306577.93,1211800.64,723423.35,0.66,1222848.0,64554659.52,13066923.48,0.049,30,55924373.85,11320011.9,3.2798,-0.8246
1343,Gujarat,Barren Land,389.2,126.74,197308832.0,4132817.87,1765905.48,968566.29,0.78,6071520.0,210247641.64,41740453.13,0.077,10,195216008.95,38756223.89,3.6769,-0.8157
1344,West Bengal,Forest,228.52,149.11,136298468.8,6153785.95,3034909.24,1156239.14,0.21,959784.0,147603187.13,35788734.62,0.085,40,106506664.11,25824230.57,1.976,-0.825
1345,Karnataka,Agriculture,281.09,166.32,187003555.2,2488178.69,2924729.16,743163.89,0.76,4272568.0,197432194.94,37883034.3,0.094,20,164961778.34,31652652.74,3.3545,-0.8397
1346,Assam,Industrial,28.69,107.89,12381456.4,649136.01,141995.9,234041.07,0.67,384446.0,13791075.38,5648786.81,0.062,20,12227821.74,5008482.39,1.1647,-0.6368
1347,Assam,Grassland,243.81,153.36,149562806.4,4098824.7,2700945.03,1195466.84,0.35,1706670.0,159264712.97,25230298.9,0.031,30,145326082.77,23022177.59,4.76,-0.8554
1348,Gujarat,Forest,153.97,189.74,116857071.2,3826780.81,713201.06,1482946.04,0.58,1786052.0,124666051.11,42995304.5,0.094,50,79553921.62,27436860.75,0.8503,-0.7799
1349,Karnataka,Agriculture,362.6,30.41,44106664.0,3807219.57,766751.36,2699610.94,0.46,3335920.0,54716165.87,89440050.58,0.061,30,45810971.91,74883456.83,-0.4878,0.3686
1350,Odisha,Wetland,410.57,41.37,67941123.6,3832395.42,2640537.85,1919984.01,0.46,3777244.0,80111284.88,98911140.54,0.039,30,71424474.64,88185781.31,-0.2779,0.1008
1351,Assam,Urban,178.85,210.94,150906476.0,1192916.43,2548695.77,1766474.91,0.27,965790.0,157380353.11,21966022.65,0.064,10,147913865.7,20644758.13,5.7338,-0.8688
1352,Maharashtra,Grassland,389.31,153.02,238288864.8,8218000.27,4612399.94,802683.64,0.82,6384684.0,258306632.65,88141711.49,0.082,30,203917160.74,69582446.9,1.3135,-0.7306
1353,Assam,Agriculture,445.42,178.07,317263757.6,4473129.93,3379263.44,2425929.16,0.24,2138016.0,329680096.13,128574660.3,0.042,30,291400015.99,113645496.06,1.2664,-0.6553
1354,Karnataka,Wetland,350.24,131.5,184226240.0,1975635.98,4910966.23,3035365.92,0.59,4132832.0,198281040.13,37558190.95,0.041,30,175763624.55,33292965.22,3.6798,-0.8321
1355,Gujarat,Agriculture,184.88,71.3,52727776.0,3266326.73,2692466.76,1141556.62,0.87,3216912.0,63045038.11,39327619.87,0.073,20,54758490.5,34158455.03,0.3924,-0.4582
1356,Uttar Pradesh,Barren Land,428.03,123.13,210813335.6,11435122.9,2478506.86,924252.74,0.84,7190904.0,232842122.1,84259328.14,0.11,20,188979889.7,68386760.93,1.2428,-0.7063
1357,Karnataka,Industrial,469.22,22.87,42924245.6,8222720.4,3225671.25,3112207.49,0.8,7507520.0,64992364.74,56375635.28,0.08,50,44232711.38,38368310.09,-0.2154,-0.4096
1358,West Bengal,Grassland,355.82,42.26,60147812.8,9020632.16,3515296.93,3396599.7,0.45,3202380.0,79282721.59,27411122.3,0.076,20,68478463.53,23675669.82,1.4982,-0.7014
1359,Karnataka,Barren Land,47.48,242.69,46091684.8,283319.05,560052.75,271866.76,0.48,455808.0,47662731.36,3155546.49,0.086,50,31552211.19,2088937.55,8.999,-0.9562
1360,Karnataka,Wetland,294.68,77.41,91244715.2,8179003.27,1754356.78,1487405.76,0.61,3595096.0,106260577.01,22118082.47,0.114,40,68997190.42,14361728.41,2.1195,-0.8648
1361,Maharashtra,Solar Farm,190.4,29.39,22383424.0,2795505.99,1866421.34,1070595.22,0.72,2741760.0,30857706.55,12161035.64,0.056,10,29221313.02,11516132.23,1.4029,-0.6268
1362,Tamil Nadu,Agriculture,410.52,29.17,47899473.6,10832452.35,1311467.39,3493561.3,0.47,3858888.0,67395842.64,83357016.16,0.044,10,64555404.83,79843885.21,-0.2256,0.1847
1363,Tamil Nadu,Industrial,37.75,61.83,9336330.0,309412.04,228813.19,212511.71,0.64,483200.0,10570266.94,9341880.26,0.089,20,8913129.07,7877320.88,-0.0459,-0.2548
1364,Gujarat,Grassland,306.34,108.83,133355928.8,5160361.9,2263476.04,2628242.27,0.37,2266916.0,145674925.01,15755137.54,0.089,20,122836955.42,13285149.3,6.7966,-0.9088
1365,West Bengal,Grassland,105.22,223.63,94121394.4,2785821.37,315392.3,205967.69,0.57,1199508.0,98628083.76,21286602.14,0.055,50,75463735.14,16287110.57,2.5451,-0.8349
1366,Tamil Nadu,Barren Land,359.81,152.78,219887087.2,4720924.07,838295.9,2789014.15,0.36,2590632.0,230825953.32,93053499.41,0.068,20,202368136.49,81581221.69,1.1748,-0.6466
1367,West Bengal,Agriculture,290.65,219.51,255202326.0,7728550.63,1985068.14,837072.01,0.78,4534140.0,270287156.78,46001190.29,0.047,30,235496992.29,40080121.03,4.1194,-0.8517
1368,Gujarat,Forest,452.69,57.55,104209238.0,2555516.17,1024727.04,2988133.45,0.7,6337660.0,117115274.66,57835867.37,0.059,10,110590438.77,54613661.35,0.9121,-0.5337
1369,Assam,Grassland,173.05,173.24,119916728.0,1116751.31,2436286.6,519615.4,0.95,3287950.0,127277331.31,16073000.54,0.099,40,87248966.44,11018086.81,4.4283,-0.9134
1370,Assam,Solar Farm,115.59,29.4,13593384.0,3106288.57,1521599.75,535428.31,0.73,1687614.0,20444314.63,21877312.79,0.107,20,16683121.56,17852487.37,-0.2374,-0.1268
1371,Uttar Pradesh,Urban,160.95,135.68,87350784.0,2757767.08,1062394.86,1452267.23,0.32,1030080.0,93653293.17,14063353.88,0.082,20,79996047.89,12012527.19,4.6883,-0.8717
1372,Assam,Solar Farm,330.46,56.71,74961546.4,4880212.15,4727339.34,1063934.74,0.7,4626440.0,90259472.63,77670442.16,0.07,20,78836118.99,67840372.22,0.015,-0.2484
1373,Odisha,Wetland,469.08,186.8,350496576.0,7715481.55,4409988.83,3393100.03,0.64,6004224.0,372019370.41,126498865.66,0.062,20,329850023.95,112159895.93,1.6075,-0.6985
1374,Uttar Pradesh,Grassland,153.44,61.32,37635763.2,912135.47,392680.82,1354951.42,0.71,2178848.0,42474378.91,33010023.46,0.085,20,36080085.72,28040538.95,0.093,-0.3398
1375,Odisha,Urban,425.36,125.26,213122374.4,11382748.75,2838335.97,3973018.74,0.72,6125184.0,237441661.86,48616216.64,0.081,50,160852736.41,32934622.42,2.3086,-0.8613
1376,Odisha,Barren Land,268.85,43.1,46349740.0,5318141.38,1637891.49,395515.69,0.91,4893070.0,58594358.56,56558671.43,0.109,50,34929958.82,33716421.04,-0.3824,-0.4246
1377,Tamil Nadu,Solar Farm,339.65,95.68,129990848.0,6051612.59,3663026.03,3274997.32,0.39,2649270.0,145629753.94,91278989.49,0.113,40,94900709.29,59482630.52,0.0397,-0.5915
1378,Odisha,Barren Land,336.86,233.5,314627240.0,5035034.52,4847149.38,2467514.96,0.23,1549556.0,328526494.86,93215295.53,0.074,50,229905305.36,65232763.01,1.4664,-0.8014
1379,Gujarat,Barren Land,232.86,145.95,135943668.0,2033942.14,1885970.08,1974686.55,0.21,978012.0,142816278.77,27530872.49,0.03,10,138656581.33,26729002.42,4.0364,-0.8128
1380,Uttar Pradesh,Industrial,210.78,184.8,155808576.0,5263028.15,3011512.27,1365125.42,0.39,1644084.0,167092325.84,59236976.18,0.1,50,103751188.03,36781501.62,0.7515,-0.7799
1381,Maharashtra,Industrial,289.34,176.95,204794852.0,8132742.35,3258293.15,1248609.32,0.73,4224364.0,221658860.82,17380520.9,0.065,30,183500086.62,14388448.44,9.5578,-0.9351
1382,Gujarat,Grassland,206.13,50.04,41258980.8,1149615.25,769680.37,1420564.16,0.8,3298080.0,47896920.58,61231096.49,0.061,30,40101575.99,51265581.15,-0.3451,0.0703
1383,Uttar Pradesh,Solar Farm,301.69,234.91,283479991.6,2768320.88,3417964.46,2351615.81,0.27,1629126.0,293647018.75,80042081.75,0.103,40,198391721.65,54077465.08,1.4786,-0.8158
1384,Maharashtra,Agriculture,21.53,31.86,2743783.2,134092.55,136751.37,120214.93,0.6,258360.0,3393202.05,2517216.33,0.112,20,2744101.34,2035686.83,0.0901,-0.4001
1385,Maharashtra,Agriculture,187.29,20.93,15679918.8,2342188.39,1667709.29,875392.79,0.41,1535778.0,22100987.27,15513382.86,0.104,20,18133161.42,12728240.24,0.1689,-0.4241
1386,Karnataka,Grassland,498.09,89.09,177499352.4,7242490.65,4998078.04,3718726.63,0.49,4881282.0,198339929.72,137588585.78,0.08,50,134986823.47,93640479.59,-0.0189,-0.5279
1387,Gujarat,Wetland,227.94,165.2,150622752.0,6569252.73,2810313.25,310025.34,0.45,2051460.0,162363803.32,38210988.87,0.058,30,137098345.22,32264970.62,2.5879,-0.8013
1388,Uttar Pradesh,Solar Farm,351.59,208.3,292944788.0,8186290.55,5225095.97,1214015.25,0.86,6047348.0,313617537.77,84963715.71,0.063,20,277545258.12,75191191.71,2.2666,-0.7602
1389,Karnataka,Urban,368.39,34.98,51545128.8,9111514.04,3286148.52,1337480.99,0.69,5083782.0,70364054.35,77511097.83,0.049,40,58109736.03,64012079.41,-0.2503,-0.0903
1390,Tamil Nadu,Solar Farm,20.05,114.07,9148414.0,385717.82,268587.17,187546.72,0.6,240600.0,10230865.71,4780939.96,0.07,10,9561556.74,4468168.19,0.9999,-0.5633
1391,West Bengal,Wetland,374.31,59.15,88561746.0,5343881.02,3834792.47,435480.37,0.74,5539788.0,103715687.86,96902823.37,0.066,50,75345692.45,70396393.05,-0.2225,-0.3213
1392,Uttar Pradesh,Grassland,226.73,214.31,194362025.2,5530254.39,1302777.74,887825.92,0.71,3219566.0,205302449.25,43259975.88,0.045,10,196461673.92,41397106.11,3.5414,-0.7984
1393,Karnataka,Industrial,158.42,226.0,143211680.0,3517614.86,2347414.67,1252011.12,0.91,2883244.0,153211964.65,16483148.47,0.099,40,105027230.1,11299244.36,5.3718,-0.9263
1394,Karnataka,Industrial,15.01,170.98,10265639.2,251148.17,97683.29,131512.2,0.84,252168.0,10998150.86,834187.15,0.085,30,8610541.38,653091.88,9.3221,-0.9406
1395,West Bengal,Forest,187.08,109.76,82135603.2,4826854.54,1127702.72,1774910.14,0.33,1234728.0,91099798.6,40349527.74,0.09,10,83577796.88,37017915.36,1.0713,-0.5937
1396,Gujarat,Urban,129.84,87.94,45672518.4,3358955.91,1545546.33,514408.28,0.6,1558080.0,52649508.92,8494142.42,0.049,20,47845747.98,7719133.68,4.6328,-0.8534
1397,Tamil Nadu,Wetland,245.48,30.63,30076209.6,6402930.66,2782290.14,2330268.74,0.72,3534912.0,45126611.14,69986432.22,0.08,30,35822958.85,55557486.33,-0.4881,0.2311
1398,West Bengal,Wetland,302.11,244.47,295427326.8,6360390.91,725132.09,2270122.51,0.88,5317136.0,310100108.31,75193687.32,0.083,30,244127412.49,59196497.61,2.2466,-0.8091
1399,Karnataka,Grassland,337.3,247.65,334129380.0,2451008.06,3600401.85,1197610.38,0.68,4587280.0,345965680.29,68102858.04,0.044,40,291226589.54,57327544.94,3.2763,-0.8343
1400,Tamil Nadu,Grassland,107.34,159.19,68349818.4,880805.06,584718.7,914237.31,0.45,966060.0,71695639.47,18464094.29,0.115,40,46386678.18,11946165.85,1.5123,-0.8334
1401,Tamil Nadu,Forest,117.44,103.51,48624857.6,2367760.03,1388071.05,1070451.56,0.89,2090432.0,55541572.24,28674152.58,0.051,50,43311636.07,22360268.37,0.5105,-0.5974
1402,Karnataka,Industrial,17.28,102.11,7057843.2,147549.1,194141.48,120099.03,0.23,79488.0,7599120.81,4478085.13,0.052,40,6204408.58,3656195.3,0.3855,-0.5189
1403,Odisha,Wetland,218.95,170.3,149148740.0,3445281.08,1693959.54,348273.25,0.5,2189500.0,156825753.87,52813361.56,0.112,30,114052030.66,38408685.97,1.1595,-0.7551
1404,West Bengal,Industrial,209.68,111.66,93651475.2,4731571.29,2989205.63,713656.04,0.53,2222608.0,104308516.16,52208917.43,0.085,40,75266342.89,37672612.23,0.4416,-0.6388
1405,Assam,Agriculture,59.74,160.66,38391313.6,577605.58,515723.9,344217.66,0.86,1027528.0,40856388.74,9894351.98,0.055,50,31260626.6,7570508.61,2.1594,-0.8147
1406,Karnataka,Grassland,119.33,219.82,104924482.4,1106818.13,899305.64,320348.31,0.78,1861548.0,109112502.48,20118221.78,0.062,20,96744321.45,17837769.92,3.8088,-0.8365
1407,Tamil Nadu,Grassland,183.74,214.53,157670968.8,3462460.66,2082193.51,1667136.71,0.88,3233824.0,168116583.68,24277063.41,0.116,50,97115730.9,14024105.81,3.0003,-0.9166
1408,Tamil Nadu,Agriculture,17.31,100.44,6954465.6,474206.96,96421.54,59853.36,0.43,148866.0,7733813.46,3515286.17,0.069,40,5922197.3,2691843.86,0.6847,-0.6519
1409,Tamil Nadu,Forest,364.73,224.78,327936037.6,7971168.45,1698936.91,3426323.63,0.4,2917840.0,343950306.59,31904236.58,0.038,10,331358676.87,30736258.75,9.386,-0.9106
1410,Uttar Pradesh,Barren Land,283.87,37.3,42353404.0,2404207.76,1674945.48,1003445.56,0.65,3690310.0,51126312.8,72155870.62,0.099,50,31890109.52,45007325.78,-0.558,-0.1197
1411,Maharashtra,Forest,134.93,68.87,37170516.4,3932506.28,284307.11,1203236.22,0.35,944510.0,43535076.01,38700768.43,0.061,20,38673060.21,34378650.15,-0.0007,-0.2103
